user_id,item_id,type,color,material,size,style,favorite,special_property
26,367,Trousers,Green,Wool,S,Formal,1,None
26,368,Trousers,Beige,Polyester,XL,Formal,0,None
26,369,Shorts,Gray,Linen,M,Formal,0,None
26,370,Shorts,Red,Leather,XL,Formal,0,Non-restrictive
26,371,Dress,Black,Wool,L,Formal,0,Anti-chafing
26,372,T-shirt,Blue,Denim,M,Casual,0,Quick-drying
26,373,Shorts,Green,Polyester,S,Evening,0,Anti-chafing
27,374,Sweater,White,Linen,M,Evening,1,None
27,375,T-shirt,Black,Leather,XXL,Sporty,0,None
27,376,Blazer,White,Linen,L,Formal,0,Breathable
27,377,Shirt,White,Denim,XXL,Formal,0,Quick-drying
27,378,Sweater,Blue,Denim,M,Formal,0,Anti-chafing
27,379,Shorts,Gray,Wool,S,Formal,0,None
27,380,Skirt,Green,Polyester,XXL,Evening,0,Anti-chafing
27,381,Trousers,Beige,Linen,XL,Sporty,0,None
27,382,Shorts,Beige,Linen,L,Formal,0,Breathable
27,383,Shorts,Blue,Linen,L,Casual,0,None
27,384,Trousers,Green,Linen,XXL,Formal,0,Quick-drying
27,385,Sweater,Green,Linen,XXL,Casual,0,None
27,386,Shirt,White,Wool,L,Sporty,1,Quick-drying
27,387,Jacket,Green,Cotton,XS,Evening,0,Non-restrictive
27,388,Dress,Beige,Denim,XXL,Sporty,0,None
28,389,Blazer,White,Linen,XL,Formal,0,None
28,390,T-shirt,Gray,Denim,XXL,Formal,0,Anti-chafing
28,391,Sweater,Green,Wool,S,Formal,0,Anti-chafing
28,392,Blazer,Green,Linen,XS,Formal,1,Quick-drying
28,393,Jacket,Black,Linen,XXL,Sporty,0,Insulated
28,394,Trousers,Red,Denim,XS,Formal,0,Quick-drying
28,395,Trousers,Beige,Linen,XS,Casual,0,Quick-drying
28,396,Shorts,Gray,Denim,L,Sporty,0,Breathable
28,397,Shorts,Gray,Polyester,XS,Formal,0,Anti-chafing
28,398,Skirt,Red,Polyester,S,Casual,0,None
29,399,Sweater,Beige,Denim,S,Evening,0,None
29,400,Coat,Beige,Leather,S,Evening,0,Breathable
29,401,T-shirt,Green,Polyester,XL,Casual,0,None
29,402,Blazer,White,Wool,M,Casual,0,None
29,403,Blazer,White,Cotton,S,Evening,0,None
29,404,Skirt,Gray,Cotton,XS,Casual,0,Quick-drying
29,405,Shorts,Blue,Cotton,XXL,Casual,0,Breathable
29,406,Shorts,Black,Cotton,S,Casual,1,None
29,407,Trousers,Black,Polyester,S,Evening,0,Non-restrictive
29,408,Shorts,Red,Denim,L,Formal,1,None
30,409,Coat,Green,Linen,S,Evening,0,Breathable
30,410,Coat,Green,Denim,L,Formal,0,Insulated
30,411,Sweatshirt,Red,Polyester,XS,Formal,0,Breathable
30,412,Sweater,Red,Cotton,S,Sporty,0,Quick-drying
30,413,Coat,White,Wool,S,Sporty,0,None
30,414,Shorts,Red,Linen,XS,Casual,0,Non-restrictive
30,415,Trousers,Beige,Denim,S,Evening,0,Quick-drying
30,416,Shorts,Beige,Wool,XL,Sporty,0,None
30,417,Shorts,White,Linen,XS,Evening,0,None
30,418,Skirt,Green,Linen,XXL,Formal,0,None
30,419,Dress,Gray,Cotton,XL,Casual,0,Anti-chafing
30,420,Sweatshirt,Red,Linen,XXL,Sporty,0,None
30,421,Dress,Green,Cotton,M,Evening,0,None
30,422,Skirt,Gray,Denim,XL,Casual,0,None
30,423,Shirt,Gray,Polyester,XXL,Evening,0,None
30,424,Sweatshirt,Beige,Linen,L,Casual,0,Breathable
30,425,Sweater,Red,Linen,XXL,Evening,0,None
30,426,Skirt,Gray,Cotton,XL,Evening,1,None
31,427,Coat,Black,Polyester,M,Sporty,0,Breathable
31,428,T-shirt,Green,Linen,M,Sporty,0,None
31,429,Shirt,Green,Polyester,S,Evening,0,Non-restrictive
31,430,Coat,Gray,Cotton,L,Casual,1,Non-restrictive
31,431,Coat,Blue,Linen,S,Sporty,0,Non-restrictive
31,432,Trousers,Blue,Cotton,XL,Formal,0,Quick-drying
31,433,Trousers,Beige,Cotton,M,Casual,1,None
31,434,Trousers,Gray,Wool,M,Sporty,0,None
31,435,Shorts,Gray,Denim,L,Evening,0,None
31,436,Shorts,Beige,Denim,M,Casual,0,None
31,437,Jacket,Beige,Denim,XS,Formal,1,Waterproof
31,438,Sweater,White,Linen,L,Sporty,0,Insulated
31,439,Dress,Red,Cotton,L,Sporty,0,None
31,440,Jacket,Green,Leather,L,Casual,0,None
31,441,T-shirt,Red,Cotton,XXL,Casual,0,None
31,442,Shorts,Red,Wool,L,Evening,1,Anti-chafing
31,443,Jacket,White,Leather,XXL,Evening,0,Windproof
31,444,Dress,Gray,Polyester,XL,Casual,0,Quick-drying
31,445,Blazer,Blue,Linen,XS,Casual,0,None
32,446,Shirt,Blue,Cotton,S,Evening,0,Anti-chafing
32,447,Coat,Beige,Linen,XXL,Formal,0,Insulated
32,448,Sweater,Black,Linen,XL,Evening,1,Breathable
32,449,Shirt,White,Leather,M,Sporty,0,Quick-drying
32,450,Shirt,Gray,Linen,XL,Formal,0,None
32,451,Shorts,Blue,Cotton,XS,Sporty,0,Breathable
32,452,Trousers,Black,Cotton,XL,Formal,0,None
32,453,Skirt,Red,Polyester,XS,Casual,0,None
32,454,Shorts,Blue,Leather,L,Casual,0,Breathable
32,455,Trousers,Gray,Cotton,XXL,Sporty,1,None
32,456,Coat,Green,Leather,XS,Formal,0,Breathable
32,457,Shorts,White,Leather,XS,Casual,0,None
32,458,Dress,Beige,Cotton,XL,Sporty,0,None
32,459,T-shirt,Red,Wool,L,Evening,0,Anti-chafing
32,460,T-shirt,Green,Polyester,L,Casual,0,None
32,461,Coat,Gray,Leather,XS,Evening,0,None
32,462,Shirt,Gray,Cotton,L,Casual,0,Quick-drying
32,463,Trousers,Red,Cotton,XS,Formal,0,None
32,464,Coat,Black,Leather,XS,Formal,1,Anti-chafing
33,465,Sweatshirt,Gray,Polyester,M,Casual,0,Quick-drying
33,466,Sweater,Red,Denim,M,Formal,0,None
33,467,Jacket,Black,Cotton,XS,Evening,0,Insulated
33,468,Coat,Green,Polyester,XL,Formal,0,Non-restrictive
33,469,T-shirt,Beige,Cotton,XXL,Casual,0,None
33,470,Skirt,Green,Cotton,XL,Formal,0,Quick-drying
33,471,Shorts,Blue,Wool,L,Sporty,0,Non-restrictive
33,472,Skirt,Black,Wool,XS,Evening,0,None
33,473,Skirt,Black,Linen,XL,Evening,0,None
33,474,Trousers,Beige,Linen,M,Formal,0,Quick-drying
33,475,Dress,Beige,Wool,XXL,Casual,0,None
33,476,Blazer,Black,Linen,L,Casual,0,None
34,477,Blazer,Black,Leather,XXL,Evening,0,None
34,478,Blazer,Red,Polyester,M,Formal,1,None
34,479,Sweatshirt,Blue,Polyester,XXL,Casual,0,Breathable
34,480,Sweatshirt,Green,Polyester,XL,Formal,0,None
34,481,Coat,Gray,Linen,S,Casual,1,Anti-chafing
34,482,Skirt,Beige,Denim,L,Casual,1,Breathable
34,483,Trousers,Green,Cotton,XS,Formal,0,Anti-chafing
34,484,Skirt,Beige,Wool,M,Formal,0,None
34,485,Shorts,White,Leather,XXL,Evening,0,None
34,486,Skirt,Red,Wool,XS,Sporty,0,None
34,487,Dress,Red,Wool,XL,Sporty,1,None
35,488,Jacket,White,Polyester,M,Sporty,0,Quick-drying
35,489,Blazer,White,Leather,L,Sporty,0,None
35,490,Blazer,Black,Wool,XXL,Sporty,1,Anti-chafing
35,491,Jacket,Blue,Linen,XL,Evening,0,Breathable
35,492,Sweatshirt,Red,Denim,XS,Sporty,0,Quick-drying
35,493,Shorts,Beige,Polyester,L,Sporty,0,None
35,494,Skirt,Beige,Wool,M,Casual,0,None
35,495,Skirt,Green,Denim,M,Evening,1,Non-restrictive
35,496,Skirt,Red,Leather,M,Sporty,0,Quick-drying
35,497,Trousers,White,Cotton,XS,Evening,0,Non-restrictive
35,498,Sweater,Blue,Leather,XL,Formal,0,Non-restrictive
35,499,Sweatshirt,Gray,Leather,XXL,Sporty,0,None
35,500,Blazer,Red,Polyester,XS,Sporty,0,None
35,501,Sweater,Blue,Polyester,S,Evening,0,Non-restrictive
35,502,Sweater,White,Linen,XS,Casual,0,Anti-chafing
36,503,Blazer,Red,Cotton,XS,Sporty,0,None
36,504,Coat,White,Polyester,XXL,Evening,0,Non-restrictive
36,505,Jacket,Blue,Wool,M,Evening,0,None
36,506,Sweatshirt,Green,Leather,M,Formal,0,None
36,507,T-shirt,Beige,Polyester,S,Evening,0,None
36,508,Shorts,Black,Leather,L,Sporty,0,Non-restrictive
36,509,Shorts,Gray,Wool,XXL,Sporty,0,None
36,510,Trousers,White,Denim,XL,Casual,0,None
36,511,Trousers,White,Denim,XS,Sporty,1,None
36,512,Shorts,Red,Denim,L,Evening,0,None
36,513,Blazer,Beige,Denim,XXL,Evening,0,Non-restrictive
36,514,Trousers,Black,Linen,XXL,Formal,1,Non-restrictive
36,515,Dress,White,Linen,XS,Casual,0,None
37,516,Blazer,Black,Polyester,XXL,Casual,0,None
37,517,T-shirt,Gray,Leather,L,Evening,0,None
37,518,T-shirt,White,Wool,M,Sporty,1,Quick-drying
37,519,Shirt,Black,Wool,XL,Casual,0,None
37,520,Shirt,Blue,Leather,XS,Sporty,0,None
37,521,Skirt,White,Polyester,XL,Sporty,0,None
37,522,Skirt,White,Linen,XS,Casual,0,None
37,523,Skirt,Red,Leather,S,Casual,0,Non-restrictive
37,524,Trousers,Blue,Polyester,XXL,Evening,0,Non-restrictive
37,525,Trousers,Green,Polyester,XL,Evening,1,None
37,526,Shorts,Gray,Wool,XXL,Formal,0,Anti-chafing
37,527,Coat,Green,Leather,S,Evening,1,Quick-drying
37,528,Sweatshirt,Blue,Linen,XXL,Evening,0,None
37,529,Jacket,Gray,Cotton,L,Evening,0,Anti-chafing
37,530,Shorts,White,Denim,XXL,Casual,0,Anti-chafing
37,531,Skirt,Gray,Leather,XL,Evening,1,None
37,532,Shirt,Gray,Polyester,M,Sporty,0,None
37,533,Jacket,Red,Leather,M,Evening,0,Waterproof
38,534,Jacket,White,Linen,L,Sporty,0,Quick-drying
38,535,Sweatshirt,Red,Wool,XXL,Formal,0,Breathable
38,536,T-shirt,Black,Leather,XXL,Evening,0,None
38,537,T-shirt,Beige,Polyester,L,Formal,0,None
38,538,Sweater,Green,Linen,XL,Evening,1,Insulated
38,539,Skirt,White,Cotton,XL,Sporty,0,None
38,540,Trousers,White,Leather,S,Evening,0,Quick-drying
38,541,Skirt,Red,Polyester,L,Evening,1,Anti-chafing
38,542,Shorts,Blue,Linen,XXL,Casual,0,Quick-drying
38,543,Skirt,Black,Cotton,S,Formal,0,None
38,544,Blazer,Red,Linen,M,Casual,0,Quick-drying
38,545,Jacket,Gray,Linen,XS,Sporty,0,Waterproof
38,546,Skirt,White,Polyester,XL,Evening,0,None
38,547,Jacket,White,Polyester,XXL,Formal,0,Anti-chafing
38,548,Skirt,Green,Denim,XL,Formal,1,Breathable
38,549,Sweatshirt,Gray,Polyester,XXL,Sporty,0,Breathable
38,550,Jacket,Green,Linen,XL,Evening,1,None
38,551,Dress,Green,Polyester,M,Evening,0,None
38,552,Shirt,Blue,Linen,M,Formal,0,None
38,553,Blazer,White,Polyester,M,Sporty,0,None
39,554,Sweatshirt,Gray,Linen,L,Casual,1,None
39,555,T-shirt,Blue,Wool,XL,Formal,1,None
39,556,Blazer,Black,Denim,L,Formal,0,Non-restrictive
39,557,T-shirt,Blue,Linen,S,Casual,0,None
39,558,Blazer,Black,Linen,XL,Evening,0,Non-restrictive
39,559,Skirt,Green,Polyester,L,Formal,0,None
39,560,Skirt,Gray,Leather,M,Casual,0,Anti-chafing
39,561,Trousers,Black,Linen,XS,Evening,1,None
39,562,Skirt,White,Cotton,XL,Casual,0,Quick-drying
39,563,Trousers,Gray,Wool,M,Sporty,0,Breathable
40,564,Sweatshirt,Green,Linen,XL,Casual,0,Quick-drying
40,565,T-shirt,Black,Cotton,S,Casual,1,Non-restrictive
40,566,Sweatshirt,Blue,Wool,XS,Casual,0,Insulated
40,567,Jacket,Black,Leather,XS,Evening,0,Windproof
40,568,Sweater,Green,Wool,L,Sporty,0,Quick-drying
40,569,Skirt,Beige,Polyester,XL,Formal,0,None
40,570,Skirt,Black,Linen,XL,Evening,0,None
40,571,Skirt,Gray,Linen,XXL,Sporty,0,Non-restrictive
40,572,Skirt,Green,Cotton,M,Evening,1,Non-restrictive
40,573,Trousers,Red,Polyester,XL,Evening,0,None
40,574,Shorts,White,Leather,L,Casual,0,Breathable
41,575,Blazer,Gray,Cotton,XS,Casual,0,Breathable
41,576,Blazer,White,Polyester,XXL,Casual,0,None
41,577,Sweater,Gray,Linen,L,Formal,0,Quick-drying
41,578,Coat,White,Leather,XL,Formal,0,Breathable
41,579,Blazer,White,Wool,M,Casual,0,None
41,580,Skirt,Gray,Linen,XXL,Formal,0,None
41,581,Skirt,Beige,Polyester,S,Sporty,0,Breathable
41,582,Trousers,White,Wool,S,Casual,0,None
41,583,Skirt,White,Wool,XL,Formal,0,Non-restrictive
41,584,Trousers,Blue,Linen,XS,Sporty,1,None
41,585,Dress,Gray,Cotton,S,Casual,1,None
41,586,Sweatshirt,Blue,Cotton,XL,Casual,0,Quick-drying
41,587,Shirt,Green,Wool,XS,Casual,0,Non-restrictive
41,588,Coat,White,Cotton,M,Sporty,0,None
41,589,Shirt,Black,Cotton,M,Evening,0,Breathable
41,590,Skirt,White,Denim,S,Sporty,0,None
42,591,Blazer,Blue,Denim,XS,Casual,0,Anti-chafing
42,592,T-shirt,Green,Wool,XXL,Casual,1,Breathable
42,593,Sweater,Blue,Linen,M,Formal,1,Non-restrictive
42,594,Shirt,Red,Polyester,XXL,Casual,0,Non-restrictive
42,595,Jacket,Beige,Wool,S,Sporty,1,Waterproof
42,596,Trousers,White,Linen,XXL,Sporty,0,Quick-drying
42,597,Trousers,Gray,Cotton,XL,Evening,0,Breathable
42,598,Skirt,White,Denim,S,Casual,0,Anti-chafing
42,599,Skirt,Black,Denim,L,Casual,0,Non-restrictive
42,600,Skirt,Beige,Denim,M,Formal,0,Quick-drying
42,601,Sweatshirt,Beige,Polyester,XS,Evening,0,Anti-chafing
42,602,Skirt,White,Polyester,XXL,Casual,1,None
42,603,Blazer,Black,Polyester,L,Casual,0,Quick-drying
42,604,Coat,Blue,Wool,S,Casual,0,None
42,605,Trousers,Black,Denim,XXL,Sporty,0,None
42,606,Jacket,Red,Wool,XS,Evening,0,Quick-drying
42,607,Sweater,Beige,Polyester,XXL,Formal,0,Breathable
43,608,Coat,Blue,Polyester,XS,Evening,0,Insulated
43,609,Sweater,Red,Wool,L,Casual,0,None
43,610,Sweatshirt,White,Polyester,XL,Sporty,0,None
43,611,Blazer,Blue,Denim,L,Formal,0,Quick-drying
43,612,T-shirt,White,Leather,L,Casual,0,None
43,613,Trousers,Black,Linen,XS,Formal,0,None
43,614,Shorts,Gray,Cotton,S,Sporty,0,None
43,615,Skirt,Green,Cotton,L,Sporty,1,None
43,616,Trousers,Blue,Polyester,M,Evening,0,None
43,617,Trousers,Black,Polyester,L,Evening,0,Anti-chafing
43,618,Shirt,Beige,Cotton,XS,Casual,0,None
43,619,Trousers,Blue,Leather,S,Formal,0,None
43,620,Sweatshirt,Gray,Polyester,S,Sporty,1,None
43,621,Trousers,Gray,Wool,S,Casual,0,None
43,622,Trousers,Blue,Denim,S,Casual,0,None
43,623,Shorts,Beige,Cotton,L,Casual,1,None
44,624,Sweatshirt,Blue,Leather,S,Formal,0,Quick-drying
44,625,Jacket,Black,Linen,S,Sporty,1,Quick-drying
44,626,Sweatshirt,Black,Denim,M,Casual,0,Breathable
44,627,Coat,Green,Wool,XXL,Evening,0,Insulated
44,628,Coat,Blue,Denim,XXL,Casual,0,Breathable
44,629,Trousers,Green,Leather,XS,Evening,0,Non-restrictive
44,630,Skirt,Green,Linen,M,Evening,0,Quick-drying
44,631,Skirt,Black,Cotton,XL,Sporty,0,None
44,632,Trousers,Green,Denim,XL,Formal,0,None
44,633,Shorts,Beige,Cotton,XS,Casual,0,None
44,634,Coat,Gray,Cotton,XXL,Formal,1,Quick-drying
44,635,Coat,Blue,Denim,XS,Formal,0,Non-restrictive
45,636,Blazer,Beige,Leather,XXL,Sporty,0,Anti-chafing
45,637,T-shirt,Beige,Leather,S,Formal,0,Breathable
45,638,Jacket,Gray,Cotton,XXL,Formal,0,Waterproof
45,639,Sweater,Gray,Polyester,S,Evening,0,None
45,640,T-shirt,Black,Linen,M,Sporty,0,Breathable
45,641,Skirt,Blue,Denim,XXL,Evening,0,Anti-chafing
45,642,Trousers,Beige,Cotton,XXL,Sporty,0,None
45,643,Skirt,Black,Cotton,XL,Formal,0,Breathable
45,644,Trousers,Black,Leather,XL,Casual,0,Anti-chafing
45,645,Trousers,Beige,Polyester,XS,Casual,0,None
45,646,Coat,Black,Cotton,XL,Casual,0,None
45,647,Shorts,Blue,Leather,M,Casual,0,None
46,648,Sweatshirt,Red,Cotton,XXL,Casual,0,Insulated
46,649,Blazer,White,Denim,XS,Evening,0,None
46,650,Coat,Gray,Leather,M,Formal,0,Non-restrictive
46,651,Sweater,Blue,Leather,XXL,Casual,1,None
46,652,Sweatshirt,Gray,Denim,L,Casual,0,Non-restrictive
46,653,Trousers,White,Leather,S,Casual,1,Non-restrictive
46,654,Trousers,Blue,Polyester,XL,Sporty,0,Breathable
46,655,Skirt,Beige,Denim,L,Evening,0,None
46,656,Skirt,Blue,Wool,XXL,Formal,0,None
46,657,Trousers,Red,Linen,S,Evening,0,None
46,658,Trousers,White,Polyester,S,Evening,0,Non-restrictive
46,659,Skirt,Red,Cotton,M,Sporty,0,Anti-chafing
46,660,Dress,Beige,Linen,XS,Evening,0,None
47,661,T-shirt,Beige,Wool,XL,Formal,1,Anti-chafing
47,662,Blazer,Gray,Denim,S,Formal,0,None
47,663,Jacket,Blue,Cotton,XL,Formal,0,Quick-drying
47,664,Sweatshirt,Red,Wool,XS,Formal,0,None
47,665,Sweatshirt,Beige,Polyester,XXL,Casual,0,Breathable
47,666,Trousers,Beige,Wool,XXL,Formal,0,Breathable
47,667,Trousers,Red,Leather,S,Casual,0,Non-restrictive
47,668,Shorts,Black,Leather,L,Sporty,1,None
47,669,Shorts,Green,Linen,L,Evening,0,Anti-chafing
47,670,Skirt,Gray,Denim,XL,Evening,0,Anti-chafing
47,671,Sweatshirt,Gray,Cotton,XXL,Evening,0,Anti-chafing
47,672,Coat,Green,Denim,S,Evening,0,Breathable
47,673,Jacket,Blue,Linen,L,Casual,0,None
47,674,Skirt,Blue,Leather,M,Sporty,0,Anti-chafing
47,675,T-shirt,Blue,Linen,M,Casual,0,None
47,676,Blazer,Blue,Denim,XXL,Formal,1,None
47,677,Shirt,Beige,Wool,S,Sporty,0,Anti-chafing
48,678,Blazer,Black,Wool,XS,Casual,0,None
48,679,Sweater,Black,Polyester,XL,Casual,0,None
48,680,Coat,Blue,Denim,S,Evening,0,None
48,681,Blazer,Blue,Leather,L,Evening,1,None
48,682,Shirt,Gray,Cotton,XXL,Evening,0,None
48,683,Skirt,Beige,Denim,S,Sporty,1,Quick-drying
48,684,Trousers,Beige,Cotton,M,Casual,0,None
48,685,Shorts,Blue,Cotton,L,Sporty,0,Breathable
48,686,Shorts,Black,Cotton,XL,Formal,0,None
48,687,Trousers,Beige,Wool,M,Evening,0,Quick-drying
48,688,Sweater,Red,Polyester,XXL,Casual,0,Insulated
48,689,Jacket,Black,Linen,XXL,Sporty,0,None
48,690,Dress,Gray,Linen,XL,Formal,0,None
48,691,Shirt,Red,Denim,XXL,Sporty,0,None
48,692,Trousers,Blue,Leather,XS,Sporty,0,None
49,693,T-shirt,Beige,Cotton,XL,Formal,0,Non-restrictive
49,694,Blazer,Beige,Linen,XS,Evening,1,Anti-chafing
49,695,Sweater,Gray,Wool,S,Sporty,0,None
49,696,Sweater,Red,Polyester,XXL,Formal,0,Non-restrictive
49,697,Blazer,Red,Wool,XL,Casual,1,None
49,698,Skirt,Blue,Denim,XL,Evening,0,Non-restrictive
49,699,Trousers,Red,Leather,XL,Evening,0,Breathable
49,700,Skirt,Black,Denim,XXL,Sporty,0,Quick-drying
49,701,Shorts,Gray,Leather,XXL,Evening,0,None
49,702,Skirt,Red,Linen,XXL,Casual,0,Non-restrictive
49,703,Shorts,Beige,Polyester,XL,Formal,0,Anti-chafing
49,704,Shorts,Black,Wool,L,Casual,1,Non-restrictive
49,705,Coat,Beige,Leather,XS,Casual,1,None
49,706,Dress,Green,Polyester,XL,Casual,0,Quick-drying
49,707,Jacket,Blue,Linen,XS,Evening,0,Non-restrictive
49,708,Coat,Red,Wool,XS,Formal,1,Anti-chafing
49,709,T-shirt,White,Leather,XXL,Casual,0,None
49,710,Jacket,Red,Linen,XS,Evening,0,Non-restrictive
49,711,Jacket,Red,Leather,XXL,Evening,0,Breathable
50,712,Sweatshirt,Gray,Leather,XXL,Sporty,0,Insulated
50,713,Jacket,Gray,Wool,S,Evening,0,Insulated
50,714,Sweater,Beige,Leather,XL,Evening,0,Insulated
50,715,Coat,Gray,Leather,S,Sporty,0,Quick-drying
50,716,Blazer,Green,Polyester,S,Evening,0,None
50,717,Shorts,Red,Cotton,XS,Casual,0,None
50,718,Shorts,Blue,Leather,XXL,Evening,1,Non-restrictive
50,719,Skirt,Green,Leather,XS,Casual,0,Non-restrictive
50,720,Shorts,Gray,Polyester,XS,Sporty,1,None
50,721,Trousers,Gray,Denim,S,Sporty,0,Anti-chafing
50,722,T-shirt,Blue,Linen,XS,Formal,0,Anti-chafing
50,723,Coat,Red,Denim,XS,Evening,1,Non-restrictive
50,724,T-shirt,Red,Wool,M,Evening,0,Non-restrictive
50,725,T-shirt,Green,Denim,XS,Evening,0,Breathable
50,726,T-shirt,Blue,Polyester,XXL,Sporty,0,Non-restrictive
50,727,T-shirt,White,Polyester,XL,Casual,1,None
